,apps,assists,fouls_commited,fouls_suffered,goals,minutes,offsides,own_goals,penalties_in,penalties_mi,red_cards,yellow_cards
Stjepan Tomas,3,0,5,6,0,270,0,0,0,0,0,0
Stéphane Grichting,3,0,0,1,0,270,0,0,0,0,0,0
Stéphane Mbia,5,0,18,15,0,450,1,0,0,0,0,0
Sulley Muntari,10,0,19,10,0,900,6,0,0,0,0,0
Sven Bender,12,0,17,7,0,1080,0,0,0,0,0,0
Svetoslav Dyakov,3,1,1,9,0,270,0,0,0,0,0,0
Sylvinho,6,2,4,2,0,540,0,0,0,0,0,0
Sávio,2,3,1,8,0,180,1,0,0,0,0,0
Sébastien Bassong,1,0,2,2,0,90,0,0,0,0,0,0
Sébastien Frey,6,0,0,0,0,540,0,0,0,0,0,0
Sébastien Pocognoli,2,0,2,3,0,180,0,0,0,0,0,0
Sébastien Puygrenier,1,0,0,1,0,90,0,0,0,0,0,0
Sébastien Squillaci,11,0,6,10,0,990,0,0,0,0,0,0
Sílvio,1,0,2,4,0,90,0,0,0,0,0,0
Sílvio Pereira,2,0,0,1,0,180,0,0,0,0,0,0
Sölvi Ottesen,1,0,3,0,0,90,0,0,0,0,0,0
Søren Christensen,1,0,0,0,0,90,0,0,0,0,0,0
Søren Larsen,1,0,1,3,0,90,0,0,0,0,0,0
Taison,6,0,7,12,0,540,2,0,0,0,0,0
Tal Ben Haim,1,0,1,0,0,90,0,0,0,0,0,0
Talisca,2,0,4,3,0,180,1,0,0,0,0,0
Taras Lutsenko,1,0,0,1,0,90,0,0,0,0,0,0
Taras Mikhalik,10,0,18,13,0,900,0,0,0,0,0,0
Taras Stepanenko,6,0,10,7,0,540,0,0,0,0,0,0
Tardelli Diego,3,0,1,3,0,270,1,0,0,0,0,0
Tarik Sektioui,5,1,4,1,0,450,4,0,0,0,0,0
Tarık Çamdal,2,0,1,2,0,180,0,0,0,0,0,0
Tasos Pantos,4,0,6,12,0,360,0,0,0,0,0,0
Taulant Xhaka,6,0,7,9,0,540,0,0,0,0,0,0
Tavares,3,0,8,4,0,270,6,0,0,0,0,0
Taye Taiwo,14,2,8,14,0,1260,0,0,0,0,0,0
Teemu Pukki,3,0,5,2,0,270,1,0,0,0,0,0
Theo Janssen,6,1,4,2,0,540,0,0,0,0,0,0
Theo Walcott,10,2,7,13,0,900,10,0,0,0,0,0
Thiago Alcántara,7,2,11,18,0,630,0,0,0,0,0,0
Thiago Motta,18,2,32,18,0,1620,2,0,0,0,0,0
Thiago Silva,20,1,16,15,0,1800,0,0,0,0,0,0
Thibaut Courtois,7,0,0,1,0,630,0,0,0,0,0,0
Thierry Henry,14,5,17,23,0,1260,17,0,0,0,0,0
Thimothée Atouba,2,1,7,0,0,180,0,0,0,0,0,0
Thomas Augustinussen,3,0,4,3,0,270,0,0,0,0,0,0
Thomas Buffel,2,0,6,3,0,180,0,0,0,0,0,0
Thomas Delaney,3,0,6,1,0,270,0,0,0,0,0,0
Thomas Enevoldsen,3,0,1,2,0,270,1,0,0,0,0,0
Thomas Gravesen,2,0,9,1,0,180,1,0,0,0,0,0
Thomas Hitzlsperger,2,0,2,2,0,180,0,0,0,0,0,0
Thomas Kaminski,2,0,0,1,0,180,0,0,0,0,0,0
Thomas Kraft,2,0,0,0,0,180,0,0,0,0,0,0
Thomas Murg,1,0,0,1,0,90,1,0,0,0,0,0
Thomas Müller,29,4,26,32,0,2610,10,0,0,0,0,0
Thomas Vermaelen,12,2,16,9,0,1080,1,0,0,0,0,0
Thulani Serero,5,1,3,14,0,450,1,0,0,0,0,0
Tiago,13,0,20,18,0,1170,0,0,0,0,0,0
Tiago Gomes,4,0,4,6,0,360,0,0,0,0,0,0
Tiberiu Bălan,2,0,1,2,0,180,0,0,0,0,0,0
Tiberiu Ghioane,5,1,4,1,0,450,0,0,0,0,0,0
Tijani Belaid,2,0,4,2,0,180,0,0,0,0,0,0
Tim Borowski,3,0,9,2,0,270,0,0,0,0,0,0
Tim Wiese,9,0,1,1,0,810,0,0,0,0,0,0
Timmy Simons,11,0,14,7,0,990,0,0,0,0,0,0
Timo Gebhart,2,1,4,7,0,180,1,0,0,0,0,0
Timo Hildebrand,5,0,0,2,0,450,0,0,0,0,0,0
Timon Wellenreuther,1,0,0,0,0,90,0,0,0,0,0,0
Timothée Kolodziejczak,1,0,1,0,0,90,1,0,0,0,0,0
Tino Costa,8,3,14,11,0,720,0,0,0,0,0,0
Tiémoué Bakayoko,1,0,0,0,0,90,0,0,0,0,0,0
Tobias Linderoth,3,0,3,4,0,270,0,0,0,0,0,0
Tobias Sana,2,0,1,2,0,180,0,0,0,0,0,0
Toby Alderweireld,8,0,4,2,0,720,0,0,0,0,0,0
Tolga Zengin,3,0,0,0,0,270,0,0,0,0,0,0
Tom Cleverley,3,1,1,1,0,270,0,0,0,0,0,0
Tom Huddlestone,3,0,2,3,0,270,0,0,0,0,0,0
Tomasz Kuszczak,6,0,0,0,0,540,0,0,0,0,0,0
Tommaso Rocchi,3,1,3,3,0,270,6,0,0,0,0,0
Tomás Costa,2,0,1,3,0,180,0,0,0,0,0,0
Tomáš Hořava,3,0,1,2,0,270,0,0,0,0,0,0
Tomáš Hubočan,11,2,16,5,0,990,0,0,0,0,0,0
Tomáš Hübschman,19,0,25,14,0,1710,0,0,0,0,0,0
Tomáš Jun,3,0,2,7,0,270,0,0,0,0,0,0
Tomáš Majtán,1,0,1,4,0,90,0,0,0,0,0,0
Tomáš Necid,5,1,7,6,0,450,1,0,0,0,0,0
Tomáš Oravec,3,0,3,5,0,270,5,0,0,0,0,0
Tomáš Rosický,11,1,20,21,0,990,1,0,0,0,0,0
Tomáš Sivok,3,0,6,2,0,270,1,0,0,0,0,0
Tomáš Ujfaluši,4,0,2,3,0,360,0,0,0,0,0,0
Tomáš Vaclík,4,0,0,2,0,360,0,0,0,0,0,0
Tonel,11,1,10,5,0,990,0,0,0,0,0,0
Toni Kroos,25,5,24,37,0,2250,2,0,0,0,0,0
Tony,2,0,3,5,0,180,0,0,0,0,0,0
Tony Sylva,4,0,1,1,0,360,0,0,0,0,0,0
Torsten Frings,10,1,17,18,0,900,0,0,0,0,0,0
Toto Tamuz,2,0,2,4,0,180,4,0,0,0,0,0
Traianos Dellas,4,0,3,4,0,360,1,0,0,0,0,0
Tranquillo Barnetta,1,0,3,0,0,90,0,0,0,0,0,0
Tsepo Masilela,3,0,3,4,0,270,0,0,0,0,0,0
Turgay Bahadır,1,0,1,1,0,90,0,0,0,0,0,0
Túlio De Melo,2,0,0,1,0,180,2,0,0,0,0,0
Ulrich Ramé,4,0,1,0,0,360,0,0,0,0,0,0
Umut Bulut,4,0,4,4,0,360,0,0,0,0,0,0
Urby Emanuelson,8,0,7,8,0,720,1,0,0,0,0,0
Urko Pardo,5,0,0,0,0,450,0,0,0,0,0,0
Uğur Boral,5,1,10,5,0,450,1,0,0,0,0,0
Uğur İnceman,1,0,1,1,0,90,0,0,0,0,0,0
Valentin Badea,4,0,7,9,0,360,7,0,0,0,0,0
Valentin Belkevich,1,1,0,2,0,90,0,0,0,0,0,0
Valentin Stocker,6,1,13,9,0,540,1,0,0,0,0,0
Valeri Domovchiyski,1,0,0,0,0,90,2,0,0,0,0,0
Valerio Virga,1,0,3,0,0,90,1,0,0,0,0,0
Valeriu Bordeanu,2,0,4,1,0,180,0,0,0,0,0,0
Valon Behrami,5,0,10,15,0,450,0,0,0,0,0,0
Valter Birsa,4,0,2,4,0,360,0,0,0,0,0,0
Vandinho,3,0,10,1,0,270,0,0,0,0,0,0
Vangelis Mantzios,3,0,15,10,0,270,4,0,0,0,0,0
Vangelis Moras,2,0,0,1,0,180,0,0,0,0,0,0
Vasile Maftei,3,0,1,0,0,270,0,0,0,0,0,0
Vasili Berezutski,19,0,15,5,0,1710,0,0,0,0,0,0
Vasilis Torosidis,12,1,16,14,0,1080,1,0,0,0,0,0
Vasyl Kobin,2,0,5,6,0,180,0,0,0,0,0,0
Vedran Ćorluka,3,1,3,1,0,270,0,0,0,0,0,0
Veniamin Mandrykin,2,0,0,0,0,180,0,0,0,0,0,0
Veysel Sarı,1,0,1,1,0,90,0,0,0,0,0,0
Vicente,2,0,1,5,0,180,0,0,0,0,0,0
Vicente Guaita,5,0,0,1,0,450,0,0,0,0,0,0
Victor Moses,1,1,0,2,0,90,2,0,0,0,0,0
Victor Wanyama,3,0,8,6,0,270,2,0,0,0,0,0
Victoraş Iacob,1,0,0,3,0,90,1,0,0,0,0,0
Vidar Riseth,3,0,9,6,0,270,0,0,0,0,0,0
Viktor Fayzulin,11,1,17,19,0,990,2,0,0,0,0,0
Viktor Fischer,2,0,0,0,0,180,0,0,0,0,0,0
Vincent Aboubakar,2,0,1,3,0,180,3,0,0,0,0,0
Vincent Enyeama,4,0,0,0,0,360,0,0,0,0,0,0
Vincent Kompany,14,0,16,2,0,1260,0,0,0,0,0,0
Vincent Laban,3,0,5,5,0,270,0,0,0,0,0,0
Vincenzo Iaquinta,2,0,2,4,0,180,2,0,0,0,0,0
Vinicius,3,0,6,4,0,270,0,0,0,0,0,0
Virgil Misidjan,1,0,0,5,0,90,1,0,0,0,0,0
Virgil Van Dijk,3,0,4,2,0,270,1,0,0,0,0,0
Vitali Gaiduchik,1,0,2,0,0,90,0,0,0,0,0,0
Vitali Kaleshin,4,0,6,7,0,360,1,0,0,0,0,0
Vitali Kazantsev,2,0,3,1,0,180,0,0,0,0,0,0
Vitali Rodionov,7,0,20,20,0,630,7,0,0,0,0,0
Vito Mannone,3,0,0,0,0,270,0,0,0,0,0,0
Vlada Avramov,1,0,0,0,0,90,0,0,0,0,0,0
Vladimer Dvalishvili,3,0,1,1,0,270,4,0,0,0,0,0
Vladimir Bystrov,4,1,4,9,0,360,1,0,0,0,0,0
Vladimir Gabulov,3,0,0,0,0,270,0,0,0,0,0,0
Vladimir Rzhevski,2,0,0,1,0,180,0,0,0,0,0,0
Vladimir Stojković,4,0,0,0,0,360,0,0,0,0,0,0
Vladimír Leitner,1,0,2,1,0,90,0,0,0,0,0,0
Vladimír Weiss,3,1,3,7,0,270,0,0,0,0,0,0
Vladimír Šmicer,2,0,5,3,0,180,1,0,0,0,0,0
Vladislav Stoyanov,3,0,0,1,0,270,0,0,0,0,0,0
Vladyslav Vaschuk,2,0,2,1,0,180,0,0,0,0,0,0
Volkan Demirel,8,0,1,0,0,720,0,0,0,0,0,0
Volkan Şen,2,0,3,9,0,180,1,0,0,0,0,0
Volodymyr Yezerskiy,1,0,0,0,0,90,0,0,0,0,0,0
Vukašin Poleksić,3,0,0,0,0,270,0,0,0,0,0,0
Vurnon Anita,4,0,1,3,0,360,0,0,0,0,0,0
Vyacheslav Malafeev,9,0,0,0,0,810,0,0,0,0,0,0
Vyacheslav Shevchuk,8,0,11,10,0,720,1,0,0,0,0,0
Václav Pilař,3,0,6,2,0,270,1,0,0,0,0,0
Václav Procházka,3,0,9,1,0,270,1,0,0,0,0,0
Vágner Love,7,2,10,16,0,630,5,0,0,0,0,0
Víctor Ruiz,4,0,6,2,0,360,0,0,0,0,0,0
Víctor Sánchez,2,0,1,2,0,180,0,0,0,0,0,0
Víctor Valdés,39,0,1,4,0,3510,0,0,0,0,0,0
Víctor Vázquez,1,0,2,3,0,90,0,0,0,0,0,0
Walid Badier,2,0,2,2,0,180,0,0,0,0,0,0
Wallace,2,0,2,0,0,180,0,0,0,0,0,0
Walter Gargano,4,0,8,6,0,360,0,0,0,0,0,0
Walter Samuel,14,0,18,6,0,1260,0,0,0,0,0,0
Wayne Bridge,4,0,4,2,0,360,0,0,0,0,0,0
Wayne Rooney,31,9,26,36,0,2790,14,0,0,0,0,0
Weligton,5,0,6,3,0,450,0,0,0,0,0,0
Welliton,3,0,4,2,0,270,3,0,0,0,0,0
Wendel,9,4,18,28,0,810,2,0,0,0,0,0
Wendell,4,0,10,5,0,360,0,0,0,0,0,0
Wes Brown,12,1,17,17,0,1080,0,0,0,0,0,0
Wesley,2,1,1,5,0,180,0,0,0,0,0,0
Wesley Sneijder,27,7,21,53,0,2430,6,0,0,0,0,0
Wilfried Dalmat,2,0,3,6,0,180,0,0,0,0,0,0
William Boaventura,3,0,4,4,0,270,0,0,0,0,0,0
William Carvalho,3,0,5,5,0,270,0,0,0,0,0,0
William Gallas,18,1,7,15,0,1620,4,0,0,0,0,0
William Kvist,5,0,11,4,0,450,0,0,0,0,0,0
Willian,20,2,25,32,0,1800,3,0,0,0,0,0
Willy Caballero,4,0,0,0,0,360,0,0,0,0,0,0
Willy Sagnol,4,2,6,5,0,360,1,0,0,0,0,0
Wojciech Kowalewski,2,0,0,1,0,180,0,0,0,0,0,0
Wojciech Szczęsny,13,0,2,1,0,1170,0,0,0,0,0,0
Wout Brama,3,0,5,3,0,270,0,0,0,0,0,0
Xabi Alonso,37,3,50,35,0,3330,0,0,0,0,0,0
Xabi Prieto,1,0,1,6,0,90,0,0,0,0,0,0
Xavi Hernández,38,17,12,44,0,3420,1,0,0,0,0,0
Xavier Margairaz,2,0,1,5,0,180,2,0,0,0,0,0
Xherdan Shaqiri,7,2,4,23,0,630,0,0,0,0,0,0
Yacine Brahimi,4,2,4,8,0,360,0,0,0,0,0,0
Yaniv Katan,2,0,4,2,0,180,2,0,0,0,0,0
Yann Sommer,7,0,0,3,0,630,0,0,0,0,0,0
Yannick Carrasco,3,1,5,5,0,270,4,0,0,0,0,0
Yannick Djaló,5,0,12,6,0,450,2,0,0,0,0,0
Yaroslav Rakitskiy,17,2,16,25,0,1530,0,0,0,0,0,0
Yasin Çakmak,2,0,6,0,0,180,0,0,0,0,0,0
Yavuz Özkan,1,0,0,0,0,90,0,0,0,0,0,0
Yaya Sanogo,2,0,5,2,0,180,2,0,0,0,0,0
Yaya Touré,24,1,41,28,0,2160,1,0,0,0,0,0
Yegor Filipenko,6,0,2,1,0,540,0,0,0,0,0,0
Yegor Titov,3,0,5,8,0,270,1,0,0,0,0,0
Yevhen Khacheridi,5,0,5,8,0,450,0,0,0,0,0,0
Yoan Gouffran,2,0,3,4,0,180,1,0,0,0,0,0
Yoann Gourcuff,15,1,31,26,0,1350,3,0,0,0,0,0
Yohan Cabaye,3,1,4,6,0,270,0,0,0,0,0,0
Yordan Minev,3,0,3,2,0,270,1,0,0,0,0,0
Yossi Benayoun,6,2,3,5,0,540,1,0,0,0,0,0
Younes Belhanda,2,0,5,4,0,180,0,0,0,0,0,0
Younès Kaboul,2,0,1,1,0,180,0,0,0,0,0,0
Youri Tielemans,5,0,14,5,0,450,0,0,0,0,0,0
Youssef Toutouh,2,0,3,2,0,180,0,0,0,0,0,0
Yssouf Koné,5,1,5,7,0,450,4,0,0,0,0,0
Yuri Lodygin,7,0,0,1,0,630,0,0,0,0,0,0
Yuri Zhevnov,1,0,0,0,0,90,0,0,0,0,0,0
Yuri Zhirkov,12,2,23,16,0,1080,2,0,0,0,0,0
Yuto Nagatomo,3,0,8,5,0,270,0,0,0,0,0,0
Yves Vanderhaeghe,2,0,1,0,0,180,0,0,0,0,0,0
Yıldıray Baştürk,1,0,0,3,0,90,2,0,0,0,0,0
Zdeněk Grygera,4,0,0,4,0,360,0,0,0,0,0,0
Zdeněk Pospěch,4,0,1,2,0,360,0,0,0,0,0,0
Zdeněk Šenkeřík,2,0,3,7,0,180,2,0,0,0,0,0
Zdravko Kuzmanović,3,0,2,3,0,270,0,0,0,0,0,0
Zeljko Kalac,4,0,0,0,0,360,0,0,0,0,0,0
Zhivko Milanov,3,0,4,3,0,270,2,0,0,0,0,0
Zlatan Bajramović,2,0,7,1,0,180,0,0,0,0,0,0
Zlatan Ibrahimović,33,9,83,44,0,2970,49,0,0,0,0,0
Zoltán Kiss,3,0,4,2,0,270,0,0,0,0,0,0
Zoltán Szélesi,1,0,5,4,0,90,0,0,0,0,0,0
Zoran Ljubinković,1,0,2,1,0,90,0,0,0,0,0,0
Zoran Tošić,7,1,4,12,0,630,1,0,0,0,0,0
Zsolt Laczkó,2,0,5,6,0,180,0,0,0,0,0,0
Zvjezdan Misimović,3,1,2,2,0,270,0,0,0,0,0,0
Zé Roberto,5,2,1,5,0,450,2,0,0,0,0,0
Zóltan Nagy,1,0,0,0,0,90,0,0,0,0,0,0
Ádám Komlósi,2,0,4,1,0,180,0,0,0,0,0,0
Ádám Szalai,1,0,1,2,0,90,0,0,0,0,0,0
Álvaro Arbeloa,28,2,43,34,0,2520,5,0,0,0,0,0
Álvaro Domínguez,3,0,1,1,0,270,0,0,0,0,0,0
Álvaro Mejía,1,0,2,2,0,90,0,0,0,0,0,0
Álvaro Morata,6,1,5,12,0,540,3,0,0,0,0,0
Álvaro Negredo,2,0,5,0,0,180,1,0,0,0,0,0
Álvaro Pereira,10,0,9,7,0,900,1,0,0,0,0,0
Álvaro Recoba,1,1,0,0,0,90,2,0,0,0,0,0
Ángel Di María,18,8,11,21,0,1620,6,0,0,0,0,0
Ángel López,5,1,7,6,0,450,1,0,0,0,0,0
Éder,3,0,5,4,0,270,1,0,0,0,0,0
Édouard Cissé,7,0,10,4,0,630,0,0,0,0,0,0
Éric Abidal,21,1,16,10,0,1890,3,0,0,0,0,0
Éver Banega,6,0,3,8,0,540,0,0,0,0,0,0
Óliver Torres,2,1,3,2,0,180,0,0,0,0,0,0
Óscar Cardozo,11,1,13,9,0,990,3,0,0,0,0,0
Óscar González,2,1,1,2,0,180,0,0,0,0,0,0
Óscar de Marcos,3,0,6,1,0,270,1,0,0,0,0,0
Ömer Erdoğan,2,0,0,0,0,180,0,0,0,0,0,0
Ömer Toprak,10,0,11,2,0,900,0,0,0,0,0,0
Önder Turacı,2,0,1,1,0,180,0,0,0,0,0,0
Ümit Karan,3,1,3,4,0,270,3,0,0,0,0,0
İbrahim Akın,1,0,1,0,0,90,0,0,0,0,0,0
İbrahim Kaş,3,0,6,3,0,270,1,0,0,0,0,0
İbrahim Toraman,4,0,4,5,0,360,0,0,0,0,0,0
İbrahim Öztürk,1,0,0,0,0,90,0,0,0,0,0,0
İbrahim Üzülmez,6,2,7,4,0,540,1,0,0,0,0,0
İlkay Gündoğan,9,0,2,7,0,810,0,0,0,0,0,0
Ľubomír Guldan,2,0,2,1,0,180,0,0,0,0,0,0
Łukasz Fabiański,4,0,0,0,0,360,0,0,0,0,0,0
Łukasz Piszczek,12,2,10,7,0,1080,0,0,0,0,0,0
Łukasz Szukała,3,0,3,1,0,270,1,0,0,0,0,0
Šime Vrsaljko,3,0,7,5,0,270,0,0,0,0,0,0
Željko Filipović,3,0,3,1,0,270,0,0,0,0,0,0
